幚,11135232511252
縍,5544444143454153
幫,12112112432511252
鞤,121121124122125112
绑,551111352
綁,554444111352
榜,12344143454153
牓,32154143454153
膀,35114143454153
玤,11211112
蚌,2512141112
傍,324143454153
棒,123411134112
棓,123441431251
硥,132511353334
谤,454143454153
塝,1214143454153
徬,3324143454153
稖,3123441431251
蒡,1224143454153
蜯,25121411134112
磅,132514143454153
镑,311154143454153
艕,3354144143454153
謗,41112514143454153
鎊,341124314143454153
勹,35
包,35515
佨,3235515
孢,52135515
苞,12235515
胞,351135515
剝,5512413422
笣,31431435515
煲,3225112344334
龅,2121345235515
蕔,122121431125254
褒,413225112343534
闁,2511251125112511
襃,4135125112343534
齙,21213434134345235515
窇,4453435515
嫑,1324125221531
雹,1452444435515
宝,44511214
怉,44235515
饱,35535515
保,322511234
鸨,351235451
珤,1121311252
堡,322511234121
堢,121322511234
媬,531322511234
葆,122322511234
寚,4451121311252
飹,3445115435352
飽,3445115435515
褓,45234322511234
駂,35121211254444
鳵,51232511154444
緥,554444322511234
鴇,351232511154444
賲,3225112342511134
藵,122322511234413534
寳,4451121352342511134
寶,44511213112522511134
靌,145244444451121352342511134
勽,3534
报,1215254
抱,12135515
豹,3443533354
趵,2512121354
铇,3111535515
菢,12212135515
袌,41355153534
報,121431125254
鉋,3411243135515
鲍,3525121135515
靤,13252211135515
骲,25545251135515
暴,251112213424134
髱,121115433335515
虣,1121215421531535
鮑,3525121444435515
儤,32251112213424134
曓,25115225213412341
爆,4334251112213424134
忁,33225115225213424134
鑤,34112431251112213424134
萡,12244132511
陂,5253254
卑,32511312
杯,12341324
盃,132425221
桮,12341324251
悲,211121114544
揹,121211352511
碑,1325132511312
鹎,3251131235451
藣,122252215425113535
鵯,3251131232511154444
喺,251323554234
北,21135
鉳,3411243121135
贝,2534
狈,3532534
貝,2511134
邶,2113552
备,35425121
昁,25111252
牬,31213523
苝,12221135
背,211352511
钡,311152534
俻,3235425121
倍,3241431251
悖,4421245521
狽,3532511134
被,4523453254
偝,32211352511
偹,32235425121
梖,12342511134
珼,11212511134
鄁,21135251152
備,321221325112
僃,321223525112
惫,354251214544
焙,433441431251
琲,112121112111
軰,211351251112
辈,211121111512
愂,1245521534544
碚,1325141431251
禙,4524211352511
蓓,1223241431251
蛽,2512142511134
犕,31211221325112
褙,45234211352511
誖,41112511245521
骳,25545251153254
輩,211121111251112
鋇,341124312511134
憊,3212213251124544
糒,4312341221325112
鞴,1221251121221325112
鐾,513251414311234112431
奔,13412132
泍,44112341
贲,121222534
倴,3213412132
渀,44113412132
逩,13412132454
犇,311231213112
賁,121222511134
锛,3111513412132
錛,3411243113412132
本,12341
苯,12212341
奙,5413425115
畚,5413425121
楍,1234251251251
坌,3453121
捹,12113412132
桳,12345413412
笨,31431412341
撪,121541341251112
獖,353121222511134
輽,12511125413425121
伻,3214312
祊,45244153
奟,13435113511
崩,25235113511
绷,55135113511
絣,554444431132
閍,251125114153
嵭,2524143454153
痭,4134135113511
嘣,25125235113511
綳,55444435113511
繃,55444425235113511
甭,132435112
埄,1213541112
埲,12111134112
菶,12211134112
琣,112141431251
琫,112111134112
鞛,12212511241431251
泵,132512534
迸,431132454
逬,31133112454
跰,2512121431132
塴,12125235113511
甏,1212514313331554
镚,3111525235113511
蹦,251212125235113511
鏰,3411243125235113511
皀,3251135
屄,51344534
偪,32125125121
毴,311521112111
逼,125125121454
豍,125143132511312
螕,2512143253411535
鲾,35251211125125121
鎞,341124313253411535
鵖,5115432511154444
鰏,35251214444125125121
柲,123445434
荸,1221245521
鼻,32511125121132
嬶,53132511125121132
匕,35
比,1535
夶,134134
朼,123435
佊,3253254
吡,2511535
妣,5311535
沘,4411535
疕,4134135
彼,33253254
柀,123453254
秕,312341535
俾,3232511312
笔,3143143115
粃,4312341535
粊,1535431234
舭,3354141535
啚,25112252511
筆,314314511112
鄙,2511225251152
聛,12211132511312
貏,344353332511312
匂,3535
币,3252
必,45434
毕,153512
闭,425123
佖,3245434
坒,1535121
庇,4131535
诐,4553254
邲,4543452
妼,53145434
怭,44245434
枈,15351234
畀,25121132
畁,25121132
苾,12245434
哔,251153512
毖,153545434
珌,112145434
疪,413411535
胇,351151532
荜,122153512
陛,521535121
毙,1535135435
狴,3531535121
畢,2511122112
袐,4523445434
铋,3111545434
婢,53132511312
庳,41332511312
敝,43252343134
梐,12341535121
萆,12232511312
萞,12225341535
閇,25112511124
閉,25112511123
堛,121125125121
弻,515125341515
弼,515132511515
愊,442125125121
愎,442312511354
湢,441125125121
皕,132511132511
禆,452432511312
筚,314314153512
詖,411125153254
貱,251113453254
赑,253425342534
嗶,2512511122112
彃,5152511122112
楅,1234125125121
滗,4413143143115
滭,4412511122112
煏,4334125125121
痹,4134125121132
痺,4134132511312
腷,3511125125121
蓖,1223253411535
蓽,1222511122112
蜌,2512141535121
裨,4523432511312
跸,2512121153512
辟,5132514143112
鉍,3411243145434
閟,5112251145434
飶,3445115445434
幣,43252343134252
弊,43252343134132
熚,43342511122112
獙,35343252343134
碧,11213251113251
稫,31234125125121
箅,31431425121132
箆,31431425341535
綼,55444432511312
蔽,12243252343134
鄪,51532251113452
馝,31234251145434
幤,243251513134252
潷,441314314511112
獘,432523431341344
罼,252212511122112
襅,452342511122112
駜,121125444445434
髲,121115433353254
壁,5132514143112121
嬖,5132514143112531
廦,4135132514143112
篦,3143143253411535
篳,3143142511122112
縪,5544442511122112
薜,1225132514143112
觱,1312515343535112
避,5132514143112454
鮅,3525121444445434
斃,43252343134135435
濞,44132511125121132
臂,51325141431122511
蹕,25121212511122112
鞞,12212511232511312
髀,25545251132511312
奰,252212522125221134
璧,513251414311211214
鄨,432523431342515215
饆,344511542511122112
繴,5132514143112554234
襞,5132514143112413534
襣,4523432511125121132
鏎,341124312511122112
鞸,1221251122511122112
韠,5212511522511122112
躃,25121215132514143112
躄,51325141431122512134
魓,3251135542511122112
贔,251113425111342511134
鐴,341124315132514143112
驆,12112544442511122112
鷝,251112211232511154444
鷩,4325234313432511154444
鼊,51325141431122511251211511
边,53454
砭,132513454
笾,31431453454
猵,353451325122
编,551451325122
萹,122451325122
煸,4334451325122
牑,3215451325122
甂,4513251221554
箯,314314321251134
編,554444451325122
蝙,251214451325122
獱,35344512332511134
邉,32511144534251454
鍽,34112431451325122
鳊,35251211451325122
邊,325111445344153454
鞭,122125112321251134
鯾,35251214444321251134
鯿,35251214444451325122
籩,314314325111445344153454
炞,43344124
贬,25343454
扁,451325122
窆,445343454
匾,14513251225
貶,25111343454
惼,442451325122
碥,13251451325122
稨,31234451325122
褊,45234451325122
糄,431234451325122
鴘,5413232511154444
藊,12231234451325122
卞,4124
弁,54132
忭,4424124
抃,1214124
汳,4413354
汴,4414124
苄,1224124
釆,3431234
峅,25254132
拚,12154132
便,321251134
变,41223454
変,413234354
昪,251154132
覍,2342511135
徧,332451325122
揙,121451325122
缏,551321251134
遍,451325122454
閞,2511251154132
辡,41431134143112
緶,554444321251134
艑,335414451325122
頨,541541132511134
辧,4143113534143112
辨,4143113434143112
辩,4143113454143112
辪,21213251514143112
辫,41431135514143112
辮,41431135542344143112
辯,414311341112514143112
變,41112515544445544443134
灬,"4444        "
杓,1234354
彪,21531535333
标,123411234
飑,353435515
骉,551551551
髟,1211154333
淲,44121531535
猋,134413441344
脿,351111213534
墂,12112522111234
幖,25212522111234
滮,44121531535333
蔈,12212522111234
颮,35325121435515
骠,55112522111234
標,123412522111234
熛,433412522111234
膘,351112522111234
麃,413522115354444
瘭,4134112522111234
镖,3111512522111234
飙,1344134413443534
飚,3534433443344334
儦,32413522115354444
颷,35325121443344334
瀌,441413522115354444
藨,122413522115354444
謤,411125112522111234
爂,3211251251511454334
臕,3511413522115354444
贆,2511134134413441344
鏢,3411243112522111234
穮,31234413522115354444
镳,31115413522115354444
飆,134413441344353251214
飇,353251214134413441344
飈,353251214433443344334
飊,433443344334353251214
驃,121125444412522111234
鑣,34112431413522115354444
驫,121125444412112544441211254444
表,11213534
婊,53111213534
裱,4523411213534
諘,411125111213534
褾,4523412522111234
錶,3411243111213534
檦,12341252211123422
俵,3211213534
摽,12112522111234
鳔,3525121112522111234
鰾,3525121444412522111234
憋,432523431344544
鳖,4325234313435251211
鱉,4325234313435251214444
鼈,432523431342511251211511
虌,12243252343134251125511151
龞,2432534313432511255115115341
別,2515322
别,2515322
咇,25145434
莂,1222515322
蛂,25121413544
徶,33243252343134
襒,4523443252343134
蟞,43252343134251214
蹩,432523431342512134
瘪,413413251113435
癟,4134132511134125122
彆,43252343134515
汃,44134
邠,345352
砏,132513453
宾,4453212134
彬,12341234333
傧,324453212134
斌,413411212154
椕,123434531234
滨,4414453212134
缤,5514453212134
槟,12344453212134
瑸,11214453212134
豩,13533341353334
賓,44512332511134
賔,44552132511134
镔,311154453212134
儐,3244512332511134
濒,4412121233132534
濱,44144512332511134
濵,44144552132511134
虨,21531512341234333
豳,13533342135333452
璸,112144512332511134
瀕,4412121233132511134
霦,1452444412341234333
繽,55444444512332511134
蠙,25121444512332511134
鑌,3411243144512332511134
顮,44512332511134132511134
氞,311512534
摈,1214453212134
殡,13544453212134
膑,35114453212134
髩,12111543331255
擯,12144512332511134
鬂,12111543333212134
殯,135444512332511134
臏,351144512332511134
髌,2554525114453212134
鬓,12111543334453212134
髕,25545251144512332511134
鬢,121115433344512332511134
冫,"41          "
仌,3434
氷,42534
冰,412534
兵,3212134
栟,1234431132
掤,12135113511
梹,12343212134
鋲,341124313212134
檳,123444512332511134
丙,12534
邴,1253452
陃,5212534
怲,44212534
抦,12112534
秉,31511234
苪,12212534
昞,251112534
昺,251112534
柄,123412534
炳,433412534
饼,355431132
眪,2511112534
窉,4453412534
蛃,25121412534
棅,123431511234
禀,4125251111234
鈵,3411243112534
鉼,34112431431132
鞆,12212511212534
餅,34451154431132
餠,3445115431133112
燷,43344125251111234
并,431132
並,43122431
併,32431132
幷,31133112
垪,121431132
庰,413431132
倂,3231133112
栤,1234412534
病,4134112534
竝,4143141431
偋,32513431132
傡,324143141431
寎,445521312534
摒,121513431132
誁,4111251431132
鮩,35251214444431132
靐,145244442512114524444251211452444425121
癶,54334
拨,12153544
波,44153254
癷,54334112
玻,112153254
剥,5112413422
盋,1354425221
砵,1325112341
袚,4523413544
袯,4523453544
钵,3111512341
饽,3551245521
啵,25144153254
紴,55444453254
缽,31125212341
脖,35111245521
菠,12244153254
袰,55414413534
碆,4415325413251
鉢,3411243112341
僠,32343123425121
嶓,252343123425121
撥,121543345153554
播,121343123425121
餑,344511541245521
磻,13251343123425121
蹳,2512121543345153554
驋,1211254444543345153554
鱍,35251214444543345153554
仢,32354
伯,3232511
孛,1245521
犻,3531252
驳,5513434
帛,32511252
泊,44132511
狛,35332511
瓝,33544354
苩,12232511
侼,321245521
勃,124552153
柭,123413544
胉,351132511
郣,124552152
亳,4125145315
挬,1211245521
浡,4411245521
瓟,3354435515
秡,3123413544
钹,3111513544
铂,3111532511
桲,12341245521
淿,44132511252
舶,33541432511
博,121251124124
渤,441124552153
湐,441123432511
葧,122124552153
鹁,124552135451
愽,4421251124124
搏,1211251124124
猼,3531251124124
鈸,3411243113544
鉑,3411243132511
馎,3551251124124
鲌,3525121132511
僰,12523412523434
煿,43341251124124
牔,32151251124124
箔,31431444132511
膊,35111251124124
艊,33541432511252
馛,31234251113544
駁,12112544443434
踣,251212141431251
鋍,341124311245521
镈,311151251124124
壆,3211343451145121
薄,1224411251124124
馞,3123425111245521
駮,1211254444413434
鮊,3525121444432511
襏,45234543345153554
豰,12145113533343554
嚗,251251112213424134
懪,442251112213424134
礡,132511221251124124
簙,314314121251124124
鎛,341124311251124124
餺,344511541251124124
鵓,124552132511154444
犦,3121251112213424134
髆,2554525111251124124
髉,2554525114532411121
欂,12341224411251124124
襮,45234251112213424134
礴,132511224411251124124
鑮,341124311224411251124124
蚾,25121453254
跛,251212153254
箥,31431444153254
簸,3143141221113453254
孹,5132514143112521
擘,51325141431123112
檗,51325141431121234
糪,5132514143112431234
譒,4111251343123425121
蘗,12251325141431121234
蔔,12235125125121
峬,2521251124
庯,4131251124
逋,1251124454
钸,3111513251
晡,25111251124
鈽,3411243113252
誧,41112511251124
餔,344511541251124
轐,1251112224314311134
醭,1253511224314311134
卜,24
卟,25124
补,4523424
哺,2511251124
捕,1211251124
補,452341251124
鳪,2432511154444
獛,353224314311134
鵏,125112432511154444
鸔,32511154444251112213424134
不,1324
布,13252
佈,3213252
吥,2511324
步,2121233
咘,25113252
怖,44213252
歨,21212134
歩,21212343
钚,311151324
勏,4143125153
埗,1212121233
悑,4421251124
捗,1212121233
荹,1222121233
部,4143125152
埠,12132515112
瓿,414312511554
鈈,341124311324
廍,4134143125152
蔀,1224143125152
踄,25121212121233
郶,414312512515215
篰,3143144143125152
餢,3445115441431251
簿,3143144411251124124
嚓,25144535445411234
擦,12144535445411234
攃,12112235445411234
礤,1325112235445411234
礸,132513121353121352511134
遪,54545434333454
囃,251413434123432411121
偲,32251214544
猜,35311212511
才,123
材,1234123
财,2534123
財,2511134123
戝,25111341534
裁,121413534534
纔,55444435251153535251354
采,34431234
倸,3234431234
埰,12134431234
婇,53134431234
寀,44534431234
彩,34431234333
採,12134431234
睬,2511134431234
跴,2512121125351
綵,55444434431234
踩,251212134431234
菜,12234431234
棌,123434431234
蔡,12235445411234
縩,55444435445411234
乲,4135345
参,54134333
參,54545434333
叄,54545434111
飡,41344511534
骖,55154134333
叅,545454342444
喰,251344511534
湌,441344511534
傪,3254545434333
嬠,5312512512511234
餐,2135454344511534
驂,121125444454545434333
残,135411534
蚕,1134251214
惭,44215213312
殘,135415341534
慚,44212511123312
蝅,11341134251214
慙,125111233124544
蠶,153515352511251214251214
蠺,113411342511251214251214
惨,44254134333
朁,153515352511
慘,44254545434333
噆,251153515352511
憯,442153515352511
穇,3123454545434333
黪,25431211444454134333
黲,25431211444454545434333
灿,4334252
粲,2135454431234
儏,322135454431234
澯,4412135454431234
薒,1222135454431234
燦,43342135454431234
璨,11212135454431234
謲,411125154545434333
爘,43342135454344511534
仓,3455
仺,34151
伧,323455
沧,4413455
苍,1223455
鸧,345535451
倉,3445113251
舱,3354143455
傖,323445113251
凔,413445113251
嵢,2523445113251
滄,4413445113251
獊,3533445113251
蒼,1223445113251
濸,4411223445113251
艙,3354143445113251
螥,2512143445113251
罉,311252243452513112
鶬,344511325132511154444
匨,152131215
蔵,12213125125534
藏,12213513125125534
欌,123412213513125125534
鑶,3411243112213513125125534
賶,25111343445113251
撡,121545454342444
操,1212512512511234
糙,4312343121251454
曺,1251212511
曹,12512212511
嘈,25112512212511
嶆,25212512212511
漕,44112512212511
蓸,12212512212511
槽,123412512212511
褿,4523412512212511
艚,33541412512212511
螬,25121412512212511
鏪,3411243112512212511
艹,"122         "
艸,523522
草,122251112
愺,442122251112
懆,4422512512511234
騲,1211254444122251112
肏,34253434
鄵,251251251123452
襙,452342512512511234
鼜,1212514311254544251214
冊,25221
册,35351
侧,32253422
厕,13253422
恻,442253422
拺,121125234
测,441253422
荝,122253422
敇,1252343134
畟,2512134354
側,32251113422
厠,13251113422
笧,31431435351
粣,43123435351
萗,12244511234
廁,413251113422
惻,442251113422
測,441251113422
策,314314125234
萴,122251113422
筞,3143144451234
筴,3143141343434
蓛,1221252343134
墄,12113211234534
箣,31431412523422
憡,442314314125234
簎,31431412112212511
嵾,25254545434333
膥,11234135534253434
岑,2523445
梣,12342523445
涔,4412523445
笒,3143143445
噌,251432524312511
层,5131154
層,513432524312511
嶒,252432524312511
竲,41431432524312511
驓,1211254444432524312511
蹭,2512121431524312511
硛,13251413234
硳,132511213234
岾,25221251
猠,35325122134
乽,121325115
叉,544
扠,121544
扱,121354
芆,122544
杈,1234544
肞,3511434
臿,312321511
挿,1213125112
訍,4111251544
偛,32312321511
嗏,251122341234
插,121312321511
揷,121312321511
馇,355123425111
銟,34112431252252
锸,31115312321511
艖,335414431113121
疀,5552512115112134
鍤,34112431312321511
鎈,34112431431113121
餷,34451154123425111
秅,31234315
垞,121445315
查,123425111
査,123425111
茬,122132121
茶,122341234
嵖,252123425111
搽,121122341234
猹,353123425111
靫,122125112544
槎,1234431113121
詧,3544544111251
察,44535445411234
碴,13251123425111
褨,45234431113121
檫,123444535445411234
衩,45234544
蹅,2512121123425111
镲,3111544535445411234
鑔,3411243144535445411234
奼,531315
汊,441544
岔,3453252
侘,32445315
诧,45445315
剎,341234422
姹,531445315
差,431113121
紁,554444544
詫,4111251445315
拆,12133124
钗,31115544
釵,34112431544
犲,353123
侪,32413432
柴,2121351234
祡,21213511234
豺,3443533123
喍,2512121351234
儕,3241432533543112
茝,1221225125
虿,153251214
勑,1343423453
袃,1553413534
瘥,41341431113121
蠆,122251125214251214
囆,251122251125214251214
辿,252454
觇,212512535
梴,1234321554
掺,12154134333
搀,121352513544
覘,212512511135
裧,4523443344334
摻,12154545434333
鋓,341124313123422
幨,2523513344111251
襜,452343513344111251
攙,12135251153535251354
婵,53143251112
谗,45352513544
孱,513521521521
棎,123445341234
湹,441132511211
禅,452443251112
馋,355352513544
嬋,531251251251112
煘,4334131251534
缠,5514132511211
僝,32513521521521
獑,35312511123312
蝉,25121443251112
蝊,25121444512134
誗,41112513123422
鋋,34112431321554
儃,324125151125111
廛,413251121134121
潹,441123412341234
潺,441513521521521
緾,554444132511211
磛,1251112331213251
禪,4524251251251112
毚,35251153535251354
鄽,41325112113412152
镡,31115125221251112
瀍,441413251121134121
蟬,251214251251251121
儳,3235251153535251354
劖,3525115353525135422
繵,5544444125251125111
蟾,2512143513344111251
酁,3525115353525135452
嚵,25135251153535251354
壥,12113254312114444121
巉,25235251153535251354
瀺,44135251153535251354
欃,123435251153535251354
纏,554444413251121134121
纒,5544441325112114444121
躔,2512121413251121134121
镵,3111535251153535251354
艬,33541435251153535251354
讒,411125135251153535251354
鑱,3411243135251153535251354
饞,3445115435251153535251354
产,414313
刬,1153422
旵,2511252
丳,25125132
浐,441414313
剗,1534153422
谄,4535321511
產,41341331121
産,41431331121
铲,31115414313
阐,42543251112
蒇,122132534534
剷,4143133112122
嵼,25241431331121
摌,12141431331121
滻,44141431331121
幝,252251251251112
蕆,122132511134534
諂,411125135321511
閳,251125111251112
燀,4334251251251112
簅,31431441431331121
冁,432511125131221534
繟,554444251251251112
醦,125351154545434333
譂,4111251251251251112
鏟,3411243141431331121
闡,25112511251251251112
囅,2512512511125131221534
灛,44125112511251251251112
讇,41112512511251135321511
忏,442312
硟,13251321554
摲,12112511123312
懴,442121211121111534
颤,4125251125111132534
懺,44234341211121111534
羼,513431112431113431112
韂,1221251123513344111251
顫,4125251125111132511134
伥,323154
昌,25112511
倀,3212111534
娼,53125112511
淐,44125112511
猖,35325112511
菖,12225112511
阊,42525112511
晿,251125112511
椙,123425112511
琩,112125112511
裮,4523425112511
锠,3111525112511
錩,3411243125112511
閶,2511251125112511
鲳,3525121125112511
鯧,3525121444425112511
鼚,121251431125412111534
长,3154
仧,21134
兏,1321135
肠,3511533
苌,1223154
長,12111534
镸,1211154
尝,243451154
偿,32243451154
常,24345251252
徜,33224325251
瓺,12111541554
萇,12212111534
甞,2434525112211
腸,3511251113533
嘗,24345251352511
塲,12131251113533
嫦,53124345251252
瑺,112124345251252
膓,351131251113533
鋿,3411243124325251
償,32243452512511134
嚐,25124345251352511
蟐,25121424345251252
鲿,35251211243451154
鏛,3411243124345251252
鱨,3525121444424345251352511
厂,13
场,121533
昶,455342511
惝,44224325251
場,121251113533
敞,243252513134
僘,32243252513134
厰,13243252513134
廠,413243252513134
氅,2432525131343115
鋹,3411243112111534
怅,4423154
玚,1121533
畅,25112533
倡,3225112511
鬯,3444445235
唱,25125112511
悵,44212111534
瑒,1121251113533
暢,25112251113533
畼,25121251113533
誯,411125125112511
韔,52125115212111534
抄,1212343
弨,51553251
怊,44253251
欩,532513534
钞,311152343
訬,41112512343
焯,433421251112
超,121213453251
鈔,341124312343
繛,112155423421251112
牊,321553251
晁,2511341534
巢,55525111234
巣,44325111234
朝,122511123511
鄛,5552511123452
鼌,2511125125115
漅,44155525111234
嘲,251122511123511
樔,123455525111234
潮,441122511123511
窲,445344312344412
罺,2522155525111234
轈,125111255525111234
鼂,251112511251211511
謿,4111251122511123511
吵,2512343
炒,43342343
眧,2511153251
煼,43343552335523
麨,123434343542343
巐,252412512525125113312
仦,32234
仯,322343
耖,1112342343
觘,35351122343
车,1512
伡,321512
車,1251112
俥,321251112
砗,132511512
唓,2511251112
莗,1221251112
硨,132511251112
蛼,2512141251112
扯,1212121
偖,3212132511
撦,12113412132511
奲,13412132511251251251112
屮,"522         "
彻,3321553
坼,12133124
迠,21251454
烢,4334445315
烲,12133124334
聅,12211131134
掣,311252223112
硩,121331213251
頙,12121132511134
徹,332415425113134
撤,121415425113134
澈,441415425113134
勶,33241542511313453
瞮,25111415425113134
爡,4334122251125214251214
抻,12125112
郴,1234123452
棽,123412343445
琛,112145341234
嗔,2511225111134
綝,55444412341234
瞋,251111225111134
諃,411125112341234
賝,251113445341234
謓,41112511225111134
尘,234121
臣,125125
忱,4424535
沉,4414535
辰,1311534
陈,5215234
迧,25112454
茞,122125125
宸,4451311534
烥,4334125125
莀,1221311534
莐,1224414535
陳,5212511234
敐,13115343134
晨,25111311534
訦,41112514535
谌,45122111345
軙,12511122154
愖,442122111345
揨,121412514512
鈂,341124314535
煁,4334122111345
蔯,1225212511234
塵,41352211535121
樄,12345212511234
瘎,41341122111345
霃,145244444414535
螴,5212511234251214
諶,4111251122111345
薼,12241352211535121
麎,413522115351311534
曟,2511251125111311534
鷐,2511131153432511154444
趻,25121213445
硶,132512523445
碜,1325154134333
墋,12154545434333
夦,122111345354354
磣,1325154545434333
踸,2512121122111345
贂,251113454545434333
闯,425551
衬,45234124
疢,413414334
称,3123435234
龀,2121345235
趁,121213434333
趂,121213435234
榇,1234414311234
稱,31234344325211
齓,2121343413434525
齔,21213434134345235
儭,324143112342511135
嚫,2514143112342511135
谶,4534341211121111534
