19436	仗	亻	0	32134	321344444444	uieuoooooooo	6	30961	1822
19437	帳	巾	0	25212111534	252121115344	iaieieeeauoo	8	0	10278
19438	瘴	疒	0	4134141431251112	413414143125	oeuoeoeoueia	7	1832	3994
19439	巶	己	1	53251515	532515155555	auiaeaeaaaaa	7	0	10270
19440	爫	爪	0	3443	344333333333	uoouuuuuuuuu	6	0	10271
19441	召	刀	0	53251	532511111111	auiaeeeeeeee	6	52290	1405
19442	兆	丿	0	341534	341534444444	uoeauooooooo	5	23124	2066
19443	嫬	女	0	53141312214444	531413122144	aueoeueiieoo	8	0	10276
19444	粍	米	0	4312343115	431234311555	oueiuoueeaaa	9	0	10277
19445	辄	车	0	15211221115	152112211155	eaieeiieeeaa	7	3349	3544
19446	讁	言	0	411125141432512251454	411125141432	oeeeiaeoeoui	11	0	10272
19447	鹧	鸟	1	4131221444435451	413122144443	oeueiieoooou	8	398	4946
19448	桢	木	0	1234212534	123421253444	eiuoieiauooo	7	2099	3898
19449	蒖	艹	0	1221225111134	122122511113	eiieiiaeeeeu	8	0	10273
19450	鉁	釒	0	3411243134333	341124313433	uoeeioueuouu	12	0	10274
19451	殝	歹	0	13541113431234	135411134312	euaoeeeuouei	6	0	10275
19452	枕	木	0	12344535	123445355555	eiuooauaaaaa	6	17164	2283
19453	弫	弓	0	515125125	515125125555	aeaeiaeiaaaa	7	0	10534
19454	轸	车	0	152134333	152134333333	eaieuouuuuuu	8	590	4730
19455	朕	月	0	3511431134	351143113444	uaeeoueeuooo	9	9538	2752
19456	眹	目	0	25111431134	251114311344	iaeeeoueeuoo	10	0	10498
19457	震	雨	0	145244441311534	145244441311	eoaiooooeuee	7	125284	826
19458	佂	亻	0	3212121	321212111111	uieieieeeeee	7	0	10535
19459	炡	火	0	433412121	433412121111	ouuoeieieeee	9	0	10536
19460	崢	山	0	25234435112	252344351122	iaiuoouaeeii	8	0	10537
19461	篜		0	3143145253414444	314314525341	ueoueoaiauoe	9	0	10538
19462	直	十	0	12251111	122511111111	eiiaeeeeeeee	5	494722	225
19463	墌	土	0	12141312214444	121413122144	eieoeueiieoo	9	0	10543
19464	馽	馬	0	12112544442512	121125444425	eieeiaooooia	12	0	10544
19465	劧	手	0	311253	311253333333	ueeiauuuuuuu	6	0	10545
19466	咫	尸	0	513425134	513425134444	aeuoiaeuoooo	6	2092	3901
19467	疻	疒	0	4134125134	413412513444	oeuoeiaeuooo	9	0	10546
19468	襧	衤	0	4523413425234343434	452341342523	oaiuoeuoiaiu	9	0	10547
19469	徏	彳	0	3322121233	332212123333	uuiieieiuuuu	7	0	10548
19470	筫		0	3143142511134	314314251113	ueoueoiaeeeu	12	0	10549
19471	擲	扌	0	12143125351113452	121431253511	eieoueiauaee	9	0	10550
19472	鑕	釒	0	34112431331233122511134	341124313312	uoeeioueuuei	11	0	10551
19473	柊	木	0	123435444	123435444444	eiuouaoooooo	9	0	10552
19474	衳	衤	0	452343454	452343454444	oaiuouoaoooo	8	0	10553
19475	洀	氵	0	441335414	441335414444	ooeuuaoeoooo	7	0	10554
19476	诪	讠	0	451113124	451113124444	oaeeeueioooo	6	0	10555
19477	烐	火	0	4334335414	433433541444	ouuouuaoeooo	7	0	10556
19478	辀	车	0	1521335414	152133541444	eaieuuaoeooo	7	0	10557
19479	盩	皿	1	12143112313425221	121431123134	eieoueeiueuo	9	0	10558
19480	譸	言	0	411125112151211251124	411125112151	oeeeiaeeieae	11	0	10559
19481	箒		0	31431451145252	314314511452	ueoueoaeeoai	10	0	10560
19482	绉	纟	0	55135511	551355111111	aaeuaaeeeeee	6	1356	4213
19483	僽	亻	0	323123443344544	323123443344	uiueiuoouuoo	8	0	10539
19484	皺	皮	1	355233552353254	355233552353	uaaiuuaaiuau	5	0	10540
19485	籕		0	31431412343545325121	314314123435	ueoueoeiuoua	12	0	10541
19486	驟	馬	0	121125444412211154323334	121125444412	eieeiaooooei	12	0	10542
19487	诸	讠	0	4512132511	451213251111	oaeieuiaeeee	6	79000	1116
19488	袾	衤	0	45234311234	452343112344	oaiuoueeiuoo	8	0	10527
19489	絑	糹	0	554444311234	554444311234	aaooooueeiuo	9	0	10528
19490	諸	言	0	411125112132511	411125112132	oeeeiaeeieui	11	0	10529
19491	欘	木	0	1234513241342522135251214	123451324134	eiuoaeuioeuo	9	0	10530
19492	罜	罒	0	2522141121	252214112111	iaiieoeeieee	9	0	10531
19493	纻	纟	0	5514451	551445111111	aaeooaeeeeee	8	0	10532
19494	柷	木	0	123425135	123425135555	eiuoiaeuaaaa	9	0	10533
19495	疰	疒	0	4134141121	413414112111	oeuoeoeeieee	8	3	6709
19496	竚	立	0	4143144512	414314451222	oeoueooaeiii	7	0	10497
19497	铸	钅	0	311151113124	311151113124	ueeeaeeeueio	7	9124	2787
19498	鉒	釒	0	3411243141121	341124314112	uoeeioueoeei	11	0	10500
19499	馵	馬	0	1211254444132	121125444413	eieeiaooooeu	12	0	10501
19500	翥	羽	1	12132511541541	121325115415	eieuiaeeaoea	9	157	5494
19501	駐	馬	0	121125444441121	121125444441	eieeiaoooooe	12	0	10513
19502	篫	手	1	3143141213543112	314314121354	ueoueoeieuao	12	0	10514
19503	霔	雨	0	1452444444141121	145244444414	eoaiooooooeo	12	0	10515
19504	瑑	王	0	1121551353334	112155135333	eeieaaeuauuu	8	0	10516
19505	僎	亻	0	32515515122134	325155151221	uiaeaaeaeiie	6	0	10517
19506	賺	貝	0	25111344315112234	251113443151	iaeeeuooueae	11	0	10518
19507	莊	艹	0	1225213121	122521312111	eiiaieueieee	9	0	10519
19508	甀	瓦	1	312122111554	312122111554	ueieiieeeaao	7	0	10520
19509	膇	月	0	3511325151454	351132515145	uaeeuiaeaeoa	8	0	10521
19510	迍	辶	1	1525454	152545444444	eaiaoaoooooo	5	0	10522
19511	稕	禾	0	3123441251521	312344125152	ueiuooeiaeai	9	0	10523
19512	丵	业	0	2243143112	224314311222	iioueoueeiii	9	0	10524
19513	烵	火	0	4334122354	433412235444	ouuoeiiuaooo	8	0	10525
19514	鋜	釒	0	341124312512134	341124312512	uoeeioueiaei	12	0	10526
19515	濯	氵	0	44154154132411121	441541541324	ooeaoeaoeuio	7	993	4421
19516	蠗	虫	0	25121454154132411121	251214541541	iaeieoaoeaoe	10	0	10499
19517	赀	贝	1	2121352534	212135253444	ieieuaiauooo	7	203	5357
19518	稵	禾	0	31234431554554	312344315545	ueiuooueaaoa	9	0	10565
19519	輺	車	0	1251112155525121	125111215552	eiaeeeieaaai	10	0	10566
19520	矷	石	0	13251521	132515211111	euiaeaieeeee	8	0	10567
19521	秄	禾	0	31234521	312345211111	ueiuoaieeeee	8	0	10568
19522	釨	釒	0	34112431521	341124315211	uoeeioueaiee	12	0	10569
19523	榟	木	0	12344454143112	123444541431	eiuoooaoeoue	9	0	10570
19524	字	宀	0	445521	445521111111	ooaaieeeeeee	5	308941	387
19525	惾	忄	0	442345234354	442345234354	ooiuoaiuouao	7	0	10502
19526	鬷	夂	1	1251254312345234354	125125431234	eiaeiaoueiuo	12	0	10503
19527	鑁	釒	0	341124313444445234354	341124313444	uoeeioueuooo	12	0	10504
19528	總	糹	0	55444432535414544	554444325354	aaoooouiauao	10	0	10505
19529	縦	糹	0	5544443324312134	554444332431	aaoooouuioue	8	0	10506
19530	殥	歹	0	135444512512134	135444512512	euaoooaeiaei	8	0	10507
19531	齗	齒	0	2121343413434523312	212134341343	ieieuouoeuou	12	0	10508
19532	鈏	釒	0	341124315152	341124315152	uoeeioueaeai	12	0	10509
19533	垽	土	1	4413312121	441331212111	ooeuueieieee	7	0	10510
19534	憗	心	1	1234343431344544	123434343134	eiuouououeuo	10	0	10511
19535	懚	忄	0	44234431215114544	442344312151	ooiuooueieae	7	0	10512
19536	瑛	王	0	112112225134	112112225134	eeieeiiiaeuo	8	10411	2681
19537	嫈	女	1	4334433445531	433443344553	ouuoouuooaau	12	0	10571
19538	甇	瓦	1	43344334451554	433443344515	ouuoouuooaea	12	0	10572
19539	緓	糹	0	55444412225134	554444122251	aaooooeiiiae	11	0	10573
19540	霙	雨	0	1452444412225134	145244441222	eoaiooooeiii	12	0	10574
19541	瓔	王	0	112125111342511134531	112125111342	eeieiaeeeuoi	10	0	10575
19542	营	艹	0	12245251251	122452512511	eiioaiaeiaee	5	128608	808
19543	萾	艹	0	122535425221	122535425221	eiiauaoiaiie	7	0	10563
19544	蠅	虫	0	2512142511251211511	251214251125	iaeieoiaeeia	12	0	10564
19545	郢	阝	1	251112152	251112152222	iaeeeieaiiii	8	1633	4079
19546	瘿	疒	0	4134125342534531	413412534253	oeuoeiauoiau	8	88	5822
19547	暎	日	0	251112225134	251112225134	iaeeeiiiaeuo	10	0	10561
19548	譍	言	1	41332324111214111251	413323241112	oeuuiuioeeei	8	0	10562
19549	佣	亻	0	3235112	323511222222	uiuaeeiiiiii	6	10558	2669
19550	痈	疒	0	4134135112	413413511222	oeuoeuaeeiii	8	253	5234
19551	墉	土	0	12141351125112	121413511251	eieoeuaeeiae	10	609	4714
19552	牅	爿	0	521341351125112	521341351125	aieuoeuaeeia	6	0	10576
19553	癕	疒	0	413414155332411121	413414155332	oeuoeoeaauui	10	0	10577
19554	鱅	魚	0	3525121444441351125112	352512144444	uaiaeieooooo	12	0	10578
19555	甬	用	1	5425112	542511222222	aoiaeeiiiiii	7	3376	3534
19556	俑	亻	0	325425112	325425112222	uiaoiaeeiiii	5	1176	4308
19557	湧	氵	0	441542511253	441542511253	ooeaoiaeeiau	7	0	10579
19558	苚	艹	0	12235112	122351122222	eiiuaeeiiiii	8	0	10580
19559	砽	石	0	1325135112	132513511222	euiaeuaeeiii	10	0	10581
19560	友	又	1	1354	135444444444	euaooooooooo	5	267104	446
19561	幼	力	1	55453	554533333333	aaoauuuuuuuu	5	29834	1856
19562	陓	阝	0	52134115	521341155555	aieuoeeaaaaa	7	0	10584
19563	紆	糹	0	554444112	554444112222	aaooooeeiiii	9	0	10585
19564	盓	皿	1	44111225221	441112252211	ooeeeiiaiiee	7	0	10586
19565	渝	氵	0	441341251122	441341251122	ooeuoeiaeeii	8	4140	3370
19566	玙	王	0	1121151	112115111111	eeieeaeeeeee	7	0	10582
19567	俞	人	0	341251122	341251122222	uoeiaeeiiiii	8	28865	1887
19568	娱	女	0	5312511134	531251113444	aueiaeeeuooo	7	9801	2734
19569	釪	釒	0	34112431112	341124311122	uoeeioueeeii	12	0	10583
19570	虞	虍	0	2153152511134	215315251113	ieaueaiaeeeu	6	9586	2745
19571	餘	飠	0	344511543411234	344511543411	uooaeeaouoee	12	0	10596
19572	踰	足	0	2512121341251122	251212134125	iaeieieuoeia	12	0	10597
19573	礖	石	0	132513211152511134	132513211152	euiaeuieeeai	8	0	10598
19574	籅		0	3143143211152511134	314314321115	ueoueouieeea	11	0	10599
19575	铻	钅	0	311151251251	311151251251	ueeeaeiaeiae	11	0	10600
19576	與	八	1	3211152511134	321115251113	uieeeaiaeeeu	8	0	10601
19577	鋙	釒	0	341124311251251	341124311251	uoeeioueeiae	12	0	10602
19578	峪	山	0	2523434251	252343425111	iaiuouoiaeee	7	1516	4133
19579	钰	钅	0	3111511214	311151121444	ueeeaeeieooo	8	5864	3113
19580	媀	女	0	531251125214	531251125214	aueiaeeiaieo	10	0	10592
19581	寓	宀	0	445251125214	445251125214	ooaiaeeiaieo	8	13836	2466
19582	預	頁	1	5452132511134	545213251113	aoaieuiaeeeu	6	0	10603
19583	儥	亻	0	32121252212511134	321212522125	uieieiaiieia	8	0	10604
19584	繘	糹	0	554444545232534251	554444545232	aaooooaoaiui	10	0	10605
19585	饇	飠	0	3445115412512512515	344511541251	uooaeeaoeiae	12	0	10606
19586	鬰	木	0	123434341234453444445215333	123434341234	eiuououoeiuo	10	0	10607
19587	鳶	鳥	1	15432511154444	154325111544	eaouiaeeeaoo	5	0	10608
19588	鋺	釒	0	3411243144535455	341124314453	uoeeioueooau	12	0	10609
19589	贠	厶	0	542534	542534444444	aoiauooooooo	6	0	10610
19590	邧	阝	1	113552	113552222222	eeuaaiiiiiii	6	0	10611
19591	圆	囗	0	2525125341	252512534111	iaiaeiauoeee	5	69844	1200
19592	鈨	釒	0	341124311135	341124311135	uoeeioueeeua	11	0	10618
19593	源	氵	0	4411332511234	441133251123	ooeeuuiaeeiu	5	116120	878
19594	垸	土	0	1214451135	121445113555	eieooaeeuaaa	8	861	4507
19595	掾	扌	0	121551353334	121551353334	eieaaeuauuuo	6	231	5282
19596	枂	木	0	12343511	123435111111	eiuouaeeeeee	9	0	10587
19597	閲	門	0	251125114325135	251125114325	iaeeiaeeouia	11	0	10588
19598	鸙	鳥	1	3412512512512512232511154444	341251251251	uoeiaeiaeiae	10	0	10589
19599	蒀	艹	0	122251125221	122251125221	eiiiaeeiaiie	10	0	10590
19600	涢	氵	0	4412512534	441251253444	ooeiaeiauooo	10	0	10591
19601	耘	耒	0	1112341154	111234115444	eeeiuoeeaooo	8	1937	3961
19602	耺	耳	0	1221111154	122111115444	eiieeeeeaooo	9	0	10593
19603	抎	扌	0	1211154	121115444444	eieeeaoooooo	9	0	10594
19604	荺	艹	0	1221213541	122121354111	eiieieuaoeee	9	0	10595
19605	运	辶	1	1154454	115445444444	eeaooaoooooo	5	253965	463
19606	酝	酉	0	12535111154	125351111544	eiauaeeeeaoo	9	2282	3848
19607	紮	糸	1	12345554234	123455542344	eiuoaaaoiuoo	7	0	10617
19608	甾	巛	0	55525121	555251211111	aaaiaeieeeee	7	28	6316
19609	栽	木	1	1211234534	121123453444	eieeiuoauooo	6	17323	2277
19610	扗	扌	0	121121	121121111111	eieeieeeeeee	10	0	10629
19611	酨	酉	1	1211253511534	121125351153	eieeiauaeeau	8	0	10630
19612	攢	扌	0	1213121353121352511134	121312135312	eieueieuauei	9	0	10631
19613	讃	言	0	4111251113411342511134	411125111341	oeeeiaeeeuoe	10	0	10632
19614	饡	飠	0	344511543121353121352511134	344511543121	uooaeeaoueie	12	0	10633
19615	賍	貝	0	2511134413121	251113441312	iaeeeuooeuei	11	0	10634
19616	塟	艹	0	122135435121	122135435121	eiieuaouaeie	9	0	10635
19617	醩	酉	0	125351112512212511	125351112512	eiauaeeeiaei	12	0	10636
19618	鑿	金	1	2243143112321511355434112431	224314311232	iioueoueeiui	10	0	10637
19619	灶	火	0	4334121	433412111111	ouuoeieeeeee	8	4640	3298
19620	皂	白	0	3251115	325111555555	uiaeeeaaaaaa	7	4252	3355
19621	煰	火	0	4334251251251	433425125125	ouuoiaeiaeia	10	0	10622
19622	趮	走	0	12121342512512511234	121213425125	eieieuoiaeia	10	0	10623
19623	歵	止	0	212111212511134	212111212511	ieieeeieiaee	7	0	10624
19624	瞔	目	0	2511111212511134	251111121251	iaeeeeeieiae	9	0	10625
19625	簀		0	31431411212511134	314314112125	ueoueoeeieia	12	0	10626
19626	礋	石	0	132512522112143112	132512522112	euiaeiaiieei	9	0	10627
19627	崱	山	0	252251113422	252251113422	iaiiaeeeuoii	10	0	10628
19628	渣	氵	0	441123425111	441123425111	ooeeiuoiaeee	8	3605	3477
19629	樝	木	0	123421531525111	123421531525	eiuoieaueaia	11	0	10619
19630	軋	車	0	12511125	125111255555	eiaeeeiaaaaa	9	0	10620
19631	煠	火	0	4334122151234	433412215123	ouuoeiieaeiu	9	0	10621
19632	痄	疒	0	4134131211	413413121111	oeuoeueieeee	9	3	6708
19633	鉙	釒	0	3411243125134	341124312513	uoeeioueiaeu	12	0	10612
19634	寨	木	1	44511221341234	445112213412	ooaeeiieuoei	9	28919	1884
19635	旃	方	0	4153313541	415331354111	oeauueuaoeee	9	270	5187
19636	嶦	山	0	2523513344111251	252351334411	iaiuaeuuooee	7	0	10614
19637	薝	艹	0	1223513344111251	122351334411	eiiuaeuuooee	7	0	10615
19638	魙	鬼	1	44112511123312325113554	441125111233	ooeeiaeeeiuu	12	0	10616
19639	搌	扌	0	1215131221534	121513122153	eieaeueiieau	8	18	6434
19640	佔	亻	0	3221251	322125111111	uiieiaeeeeee	7	0	10613
19641	樟	木	0	123441431251112	123441431251	eiuooeoueiae	9	1093	4356
19642	旐	方	0	415331341534	415331341534	oeauueuoeauo	8	0	10645
19643	歽	歹	0	13543312	135433122222	euaouueiiiii	6	0	10646
19644	樀	木	0	123441432512251	123441432512	eiuooeouiaei	9	0	10647
19645	嚞	士	0	121251121251121251	121251121251	eieiaeeieiae	10	0	10648
19646	这	辶	1	4134454	413445444444	oeuooaoooooo	2	4198181	11
19647	籈		0	3143141252211211554	314314125221	ueoueoeiaiie	12	0	10649
19648	萙	艹	0	12212344535	122123445355	eiieiuooauaa	9	0	10650
19649	鬒	髟	0	12111543331225111134	121115433312	eieeeaouuuei	12	0	10651
19650	纼	纟	0	5515152	551515222222	aaeaeaiiiiii	7	0	10652
19651	征	彳	0	33212121	332121211111	uuieieieeeee	7	81172	1103
19652	徰	彳	0	3321212112121	332121211212	uuieieieeiei	9	0	10643
19653	睜	目	0	2511134435112	251113443511	iaeeeuoouaee	10	0	10644
19654	蒸	艹	0	1225253414444	122525341444	eiiaiauoeooo	6	7314	2948
19655	踭	足	0	2512121355112	251212135511	iaeieieuaaee	11	0	10641
19656	秓	禾	0	312341254	312341254444	ueiuoeiaoooo	9	0	10642
19657	胝	月	0	351135154	351135154444	uaeeuaeaoooo	8	101	5744
19658	衼	衤	0	452341254	452341254444	oaiuoeiaoooo	9	0	10638
19659	秪	禾	0	3123435154	312343515444	ueiuouaeaooo	9	0	10639
19660	職	耳	0	122111414312511534	122111414312	eiieeeoeouei	8	0	10640
19661	夂	夂	0	354	354444444444	uaoooooooooo	11	8	6604
19662	阯	阝	0	522121	522121111111	aiieieeeeeee	7	0	10667
19663	沚	氵	0	4412121	441212111111	ooeieieeeeee	8	0	10668
19664	志	士	0	1214544	121454444444	eieoaooooooo	5	222575	520
19665	帙	巾	0	25231134	252311344444	iaiueeuooooo	6	229	5288
19666	挃	扌	0	121154121	121154121111	eieeaoeieeee	7	0	10653
19667	乿	乙	1	34435542345	344355423455	uoouaaoiuoaa	7	0	10654
19668	雉	矢	0	3113432411121	311343241112	ueeuouioeeei	7	909	4477
19669	質	貝	1	331233122511134	331233122511	uueiuueiiaee	7	0	10658
19670	駤	馬	0	1211254444154121	121125444415	eieeiaooooea	12	0	10659
19671	鴙	矢	0	3113432511154444	311343251115	ueeuouiaeeea	9	0	10660
19672	儨	亻	0	32331233122511134	323312331225	uiuueiuueiia	5	0	10661
19673	螲	虫	0	25121444534154121	251214445341	iaeieoooauoe	10	0	10662
19674	瓆	王	0	1121331233122511134	112133123312	eeieuueiuuei	7	0	10663
19675	迚	辶	1	2512454	251245444444	iaeioaoooooo	6	0	10664
19676	螤	文	0	4134251214251134	413425121425	oeuoiaeieoia	8	0	10665
19677	籦		0	31431434112431312511211	314314341124	ueoueouoeeio	10	0	10666
19678	舟	丿	0	335414	335414444444	uuaoeooooooo	8	28252	1902
19679	矪	矢	0	31134335414	311343354144	ueeuouuaoeoo	7	0	10655
19680	謅	言	0	41112513552335523	411125135523	oeeeiaeuaaiu	10	0	10656
19681	軸	車	0	125111225121	125111225121	eiaeeeiiaeie	11	0	10657
19682	宙	宀	0	44525121	445251211111	ooaiaeieeeee	7	9757	2736
19683	蓫	艹	0	1221353334454	122135333445	eiieuauuuooa	10	0	10672
19684	鱁	魚	0	352512144441353334454	352512144441	uaiaeieooooe	12	0	10673
19685	芧	艹	0	1225452	122545222222	eiiaoaiiiiii	8	0	10674
19686	抓	扌	0	1213324	121332444444	eieuuioooooo	6	154906	696
19687	諯	言	0	4111251252132522	411125125213	oeeeiaeiaieu	11	0	10675
19688	灷	火	0	4334132	433413222222	ouuoeuiiiiii	8	0	10676
19689	壯	爿	0	5213121	521312111111	aieueieeeeee	8	0	10677
19690	椎	木	0	123432411121	123432411121	eiuouioeeeie	8	3110	3607
19691	准	冫	0	4132411121	413241112111	oeuioeeeieee	4	235320	493
19692	訰	言	0	41112511525	411125115255	oeeeiaeeaiaa	9	0	10679
19693	卓	卜	0	21251112	212511122222	ieiaeeeiiiii	7	42146	1570
19694	琢	王	0	112113533434	112113533434	eeieeuauuouo	8	4897	3251
19695	罬	罒	0	2522154545454	252215454545	iaiieaoaoaoa	8	0	10669
19696	姕	女	1	212135531	212135531111	ieieuaaueeee	7	0	10670
19697	嗞	口	0	251431554554	251431554554	iaeoueaaoaao	8	0	10671
19698	辎	车	0	152155525121	152155525121	eaieaaaiaeie	6	422	4917
19699	锱	钅	0	3111555525121	311155552512	ueeeaaaaiaei	8	165	5469
19700	剚	刂	1	1251511222	125151122222	eiaeaeeiiiii	7	0	10678
19701	综	纟	0	55144511234	551445112344	aaeooaeeiuoo	6	34845	1730
19702	猣	犭	0	353345234354	353345234354	uauuoaiuouao	6	0	10680
19703	艐	舟	0	335414345234354	335414345234	uuaoeouoaiuo	9	0	10681
19704	縂	糹	0	554444432514544	554444432514	aaooooouiaeo	9	0	10682
19705	鯫	魚	0	3525121444412211154	352512144441	uaiaeieooooe	12	0	10683
19706	愥	忄	0	44212225134	442122251344	ooieiiiaeuoo	9	0	10684
19707	賏	貝	0	25111342511134	251113425111	iaeeeuoiaeee	12	0	10685
19708	樱	木	0	123425342534531	123425342534	eiuoiauoiauo	7	12918	2512
19709	萤	虫	1	12245251214	122452512144	eiioaiaeieoo	6	4062	3383
19710	蝇	虫	0	25121425125115	251214251251	iaeieoiaeiae	9	4582	3304
19711	颕	页	1	3511234132534	351123413253	uaeeiuoeuiau	7	0	10689
19712	澭	氵	0	4414155332411121	441415533241	ooeoeaauuioe	8	0	10690
19713	涌	氵	0	4415425112	441542511222	ooeaoiaeeiii	6	46485	1490
19714	硧	石	0	132515425112	132515425112	euiaeaoiaeei	9	0	10720
19715	攸	亻	0	3223134	322313444444	uiiueuoooooo	6	2877	3676
19716	憂	夊	1	132511454544354	132511454544	euiaeeoaoaoo	10	0	10686
19717	郵	阝	1	3121221152	312122115222	ueieiieeaiii	8	0	10687
19718	衧	衤	0	45234112	452341122222	oaiuoeeiiiii	9	0	10688
19719	愉	忄	0	442341251122	442341251122	ooiuoeiaeeii	7	25189	2003
19720	艅	舟	0	3354143411234	335414341123	uuaoeouoeeiu	9	0	10718
19721	漁	氵	0	44135251214444	441352512144	ooeuaiaeieoo	10	0	10719
19722	舆	八	1	32111512511134	321115125111	uieeeaeiaeee	6	10659	2662
19723	髃	骨	0	255452511251125214	255452511251	iaaoaiaeeiae	12	0	10716
19724	鷠	魚	0	3525121444432511154444	352512144443	uaiaeieoooou	12	0	10717
19725	玉	王	0	11214	112144444444	eeieoooooooo	5	322684	369
19726	驭	马	0	55154	551544444444	aaeaoooooooo	6	7335	2945
19727	圫	土	0	121315	121315555555	eieueaaaaaaa	8	0	10715
19728	愈	心	1	3412511224544	341251122454	uoeiaeeiioao	7	81923	1095
19729	錥	釒	0	3411243141542511	341124314154	uoeeioueoeao	12	0	10692
19730	鬻	弓	0	5154312345151251254312	515431234515	aeaoueiuoaea	7	397	4953
19731	欝	木	0	1234343412342522151154124	123434341234	eiuououoeiuo	11	0	10705
19732	籲		0	31431434125125125125122132511134	314314341251	ueoueouoeiae	12	0	10706
19733	駌	馬	1	354551211254444	354551211254	uaoaaeieeiao	6	0	10707
19734	鴛	鳥	1	3545532511154444	354553251115	uaoaauiaeeea	7	0	10708
19735	猿	犭	0	3531212513534	353121251353	uaueieiaeuau	6	13517	2481
19736	黿	黽	1	11352511251211511	113525112512	eeuaiaeeiaei	6	0	10709
19737	厵	厂	0	133251123413325112341332511234	133251123413	euuiaeeiuoeu	6	0	10710
19738	禐	礻	0	4524344311354	452434431135	oaiouooueeua	7	0	10711
19739	矱	矢	0	311341223241112154	311341223241	ueeuoeiiuioe	7	0	10712
19740	汋	氵	0	441354	441354444444	ooeuaooooooo	10	0	10713
19741	岄	山	0	2523511	252351111111	iaiuaeeeeeee	8	0	10714
19742	悦	忄	0	4424325135	442432513555	ooiouiaeuaaa	5	38128	1659
19743	蚏	虫	0	2512143511	251214351111	iaeieouaeeee	10	0	10693
19744	嶽	山	0	25235341112511344	252353411125	iaiuauoeeeia	7	0	10694
19745	籆		0	3143141223241112154	314314122324	ueoueoeiiuio	10	0	10695
19746	瀹	氵	0	44134125125125125122	441341251251	ooeuoeiaeiae	9	36	6211
19747	龥	頁	1	34125125125125122132511134	341251251251	uoeiaeiaeiae	11	0	10691
19748	芸	艹	0	1221154	122115444444	eiieeaoooooo	6	14168	2436
19749	鋆	金	1	121354134112431	121354134112	eieuaoeuoeei	8	0	10702
19750	阭	阝	0	525435	525435555555	aiaouaaaaaaa	5	0	10703
19751	蕰	艹	0	122441251125221	122441251125	eiiooeiaeeia	10	0	10704
19752	咂	口	0	25112525	251125255555	iaeeiaiaaaaa	8	858	4509
19753	紥	糸	1	1215554234	121555423444	eieaaaoiuooo	7	0	10696
19754	渽	氵	0	441121251534	441121251534	ooeeieiaeauo	10	0	10697
19755	載	車	1	1211251112534	121125111253	eieeiaeeeiau	10	0	10698
19756	鐕	釒	0	34112431153515352511	341124311535	uoeeioueeaua	12	0	10699
19757	偺	亻	0	32354242511	323542425111	uiuaoioiaeee	6	0	10700
19758	鄼	阝	1	11341134251113452	113411342511	eeuoeeuoiaee	7	0	10701
