緶,pian,2
艑,bian,4
頨,pian,1
頨,yu,3
辧,bian,4
辨,bian,4
辩,bian,4
辪,xue,1
辫,bian,4
辮,bian,4
辯,bian,4
變,bian,4
灬,huo,3
杓,biao,1
杓,shao,2
彪,biao,1
标,biao,1
飑,biao,1
骉,biao,1
髟,biao,1
淲,biao,1
淲,hu,1
淲,piao,2
猋,biao,1
脿,biao,1
墂,biao,1
幖,biao,1
滮,biao,1
蔈,biao,1
蔈,piao,4
颮,biao,1
骠,biao,1
骠,piao,4
標,biao,1
熛,biao,1
膘,biao,1
麃,biao,1
麃,pao,2
瘭,biao,1
镖,biao,1
飙,biao,1
飚,biao,1
儦,biao,1
颷,biao,1
瀌,biao,1
藨,biao,1
藨,piao,3
謤,biao,1
爂,biao,1
臕,biao,1
贆,biao,1
鏢,biao,1
穮,biao,1
镳,biao,1
飆,biao,1
飇,biao,1
飈,biao,1
飊,biao,1
驃,biao,1
驃,piao,4
鑣,biao,1
驫,biao,1
表,biao,3
婊,biao,3
裱,biao,3
諘,biao,3
褾,biao,3
錶,biao,3
檦,biao,3
俵,biao,4
俵,biao,3
摽,biao,1
摽,biao,4
摽,piao,3
鳔,biao,4
鰾,biao,4
憋,bie,1
鳖,bie,1
鱉,bie,1
鼈,bie,1
虌,bie,1
龞,bie,1
別,bie,2
別,bie,4
别,bie,2
别,bie,4
咇,bi,4
咇,bie,2
莂,bie,2
蛂,bie,3
徶,bie,2
襒,bi,4
襒,bie,2
蟞,bie,2
蹩,bie,2
瘪,bie,3
瘪,bie,1
癟,bie,1
癟,bie,3
彆,bie,4
汃,bin,1
汃,pa,4
邠,bin,1
砏,fen,1
砏,pin,1
宾,bin,1
彬,bin,1
傧,bin,1
傧,bin,4
斌,bin,1
椕,bin,1
滨,bin,1
缤,bin,1
槟,bin,1
槟,bing,1
瑸,bin,1
豩,bin,1
賓,bin,1
賔,bin,1
镔,bin,1
儐,bin,1
儐,bin,4
濒,bin,1
濒,pin,2
濱,bin,1
濵,bin,1
虨,ban,1
豳,bin,1
璸,bin,1
瀕,bin,1
瀕,pin,2
霦,bin,1
繽,bin,1
蠙,bin,1
蠙,pin,2
鑌,bin,1
顮,bin,1
氞,bin,4
摈,bin,4
殡,bin,4
膑,bin,4
髩,bin,4
擯,bin,4
鬂,bin,4
殯,bin,4
臏,bin,4
髌,bin,4
鬓,bin,4
髕,bin,4
鬢,bin,4
冫,liang,3
仌,bing,1
氷,bing,1
冰,bing,1
兵,bing,1
栟,bing,1
栟,ben,1
栟,bing,4
掤,bing,1
梹,bin,1
梹,bing,1
鋲,bing,1
檳,bin,1
檳,bing,1
丙,bing,3
邴,bing,3
陃,bing,3
怲,bing,3
抦,bing,3
秉,bing,3
苪,bing,3
昞,bing,3
昺,bing,3
柄,bing,3
柄,bing,4
炳,bing,3
饼,bing,3
眪,bing,3
窉,bin,4
窉,bing,3
蛃,bing,3
棅,bing,3
禀,bing,3
鈵,bing,4
鉼,bing,3
鞆,bing,3
餅,bing,3
餠,bing,3
燷,lan,3
并,bing,4
并,bing,1
並,bing,4
併,bing,4
幷,bing,4
垪,bing,4
庰,bing,3
倂,bing,4
栤,ping,4
病,bing,4
竝,bing,4
偋,bing,4
傡,bing,4
寎,bing,4
摒,bing,4
誁,beng,3
誁,bing,4
鮩,bing,4
靐,bing,4
癶,bo,1
拨,bo,1
波,bo,1
波,po,1
癷,bo,7
玻,bo,1
剥,bo,1
剥,bao,1
盋,bo,1
砵,bo,1
袚,bo,1
袚,fu,2
袯,bo,2
袯,bo,1
钵,bo,1
饽,bo,1
饽,bo,5
饽,bo,2
啵,bo,5
啵,bo,1
紴,bo,1
缽,bo,1
脖,bo,2
菠,bo,1
袰,bo,7
碆,bo,1
鉢,bo,1
僠,fan,1
嶓,bo,1
撥,bo,1
播,bo,1
播,bo,4
餑,bo,1
餑,bo,2
磻,pan,2
蹳,bo,1
驋,bo,1
鱍,bo,1
鱍,bo,2
仢,shao,2
伯,bo,2
伯,bai,3
伯,ba,4
孛,bei,4
孛,bo,2
犻,bei,4
驳,bo,2
帛,bo,2
泊,bo,2
泊,po,1
泊,po,4
狛,bo,4
瓝,bao,2
瓝,bo,2
苩,bai,2
侼,bo,2
勃,bo,2
柭,ba,2
柭,bo,1
胉,bo,2
郣,bo,2
亳,bo,2
亳,bo,4
挬,bo,2
浡,bo,2
瓟,bo,2
瓟,pao,2
秡,bo,2
钹,bo,2
钹,ba,2
铂,bo,2
桲,po,5
桲,bo,2
桲,po,4
淿,mi,4
舶,bo,2
博,bo,2
渤,bo,2
湐,bo,2
葧,bo,2
鹁,bo,2
愽,bo,2
搏,bo,2
猼,bo,2
鈸,ba,2
鈸,bo,2
鉑,bo,2
馎,bo,2
鲌,ba,4
鲌,bo,2
僰,bo,2
煿,bao,4
牔,bo,2
箔,bo,2
膊,bo,2
艊,bo,2
馛,ba,2
駁,bo,2
踣,bo,2
鋍,bo,2
镈,bo,2
壆,xue,2
薄,bo,2
薄,bao,2
薄,bo,4
馞,bo,2
駮,bo,2
鮊,ba,4
鮊,bo,2
襏,bo,1
襏,bo,2
豰,gou,4
豰,hu,4
嚗,bao,4
嚗,bo,1
懪,bo,2
礡,bo,2
簙,bo,2
鎛,bo,2
餺,bo,2
鵓,bo,2
犦,bao,4
髆,bo,2
髉,bo,2
欂,bo,2
襮,bo,2
礴,bo,2
鑮,bo,2
蚾,bo,3
跛,bo,3
箥,po,3
簸,bo,3
簸,bo,4
孹,bo,4
擘,bo,4
擘,bai,1
檗,bo,4
檗,bo,2
糪,bo,2
糪,bo,4
譒,bo,4
蘗,bo,4
蘗,nie,4
蔔,bo,2
蔔,bo,5
蔔,bu,3
峬,bu,1
庯,bu,1
逋,bu,1
钸,bu,1
钸,bu,4
晡,bu,1
鈽,bu,1
鈽,bu,4
誧,bu,1
誧,pu,3
餔,bu,4
餔,bu,1
轐,bu,2
轐,pu,2
醭,bu,2
醭,pu,1
卜,bu,3
卜,bo,5
卜,bo,2
卟,bu,3
补,bu,3
哺,bu,3
捕,bu,3
補,bu,3
鳪,bu,3
獛,bu,2
獛,bu,3
鵏,bu,3
鵏,bu,1
鸔,bo,2
不,bu,4
不,dun,3
不,fou,3
不,bu,2
布,bu,4
佈,bu,4
吥,bu,4
吥,pou,1
步,bu,4
咘,bu,4
怖,bu,4
歨,bu,4
歩,bu,4
钚,bu,4
勏,pou,3
埗,bu,4
悑,bu,4
捗,bu,4
荹,bu,4
部,bu,4
埠,bu,4
瓿,bu,4
瓿,pou,3
鈈,bu,4
廍,bu,4
蔀,bu,4
踄,bo,2
踄,bu,4
郶,bu,4
篰,bu,4
餢,bu,4
簿,bu,4
嚓,cha,1
嚓,ca,1
擦,ca,1
攃,sa,1
攃,sa,4
礤,ca,3
礸,can,3
礸,zan,3
遪,cha,1
囃,ca,1
囃,ca,4
偲,si,1
偲,cai,1
猜,cai,1
才,cai,2
材,cai,2
财,cai,2
財,cai,2
戝,zei,2
裁,cai,2
纔,cai,2
采,cai,3
采,cai,4
倸,cai,3
埰,cai,4
婇,cai,3
寀,cai,3
寀,cai,4
寀,shen,3
彩,cai,3
採,cai,3
睬,cai,3
跴,cai,3
綵,cai,3
踩,cai,3
菜,cai,4
棌,cai,3
蔡,cai,4
縩,cai,4
乲,cal,6
参,can,1
参,shen,1
参,cen,1
参,san,1
參,san,1
參,shen,1
參,can,1
參,cen,1
叄,san,1
飡,can,1
骖,can,1
叅,can,1
喰,can,1
湌,can,1
傪,can,1
嬠,can,2
嬠,can,3
餐,can,1
驂,can,1
残,can,2
蚕,can,2
蚕,tian,3
惭,can,2
殘,can,2
慚,can,2
蝅,can,2
慙,can,2
蠶,can,2
蠺,can,2
惨,can,3
朁,can,3
慘,can,3
噆,can,2
噆,can,3
噆,zan,3
憯,can,3
穇,can,3
穇,shan,1
黪,can,3
黲,can,3
灿,can,4
粲,can,4
儏,can,4
澯,can,4
薒,can,4
燦,can,4
璨,can,4
謲,can,1
爘,can,4
仓,cang,1
仺,cang,1
伧,cang,1
伧,chen,5
沧,cang,1
苍,cang,1
鸧,cang,1
鸧,qiang,1
倉,cang,1
舱,cang,1
傖,cang,1
傖,chen,5
凔,cang,1
凔,chuang,4
嵢,cang,1
滄,cang,1
獊,cang,1
獊,chuang,4
蒼,cang,1
濸,cang,1
艙,cang,1
螥,cang,1
罉,cang,1
鶬,cang,1
鶬,qiang,1
匨,zang,1
蔵,zang,1
藏,cang,2
藏,zang,4
欌,cang,2
鑶,cang,2
賶,cang,4
撡,cao,1
撡,cao,4
操,cao,1
操,cao,4
糙,cao,1
糙,cao,4
曺,cao,2
曹,cao,2
嘈,cao,2
嶆,cao,2
漕,cao,2
蓸,cao,2
槽,cao,2
褿,cao,2
艚,cao,2
螬,cao,2
鏪,cao,2
艹,cao,3
艸,cao,3
草,cao,3
愺,cao,3
懆,cao,3
騲,cao,3
肏,cao,4
鄵,cao,1
鄵,cao,4
襙,cao,4
鼜,gu,3
鼜,qi,1
鼜,qi,4
冊,ce,4
册,ce,4
侧,ce,4
侧,zhai,1
侧,ze,4
厕,ce,4
厕,ci,4
恻,ce,4
拺,ce,4
拺,se,4
测,ce,4
荝,ce,4
敇,chi,4
畟,ce,4
側,ce,4
側,ze,4
側,zhai,1
厠,ce,4
笧,shan,4
粣,ce,4
粣,se,4
萗,ce,4
廁,ce,4
廁,ci,4
惻,ce,4
測,ce,4
策,ce,4
萴,ce,4
萴,ze,2
筞,ce,4
筴,ce,4
筴,jia,1
筴,jia,2
蓛,ce,4
墄,ce,4
箣,ce,4
憡,ce,4
簎,ji,2
簎,zha,4
嵾,cen,1
膥,cen,1
岑,cen,2
梣,cen,2
梣,chen,2
涔,cen,2
笒,cen,2
笒,jin,4
噌,cheng,1
噌,ceng,1
层,ceng,2
層,ceng,2
嶒,ceng,2
竲,ceng,2
驓,ceng,2
驓,zeng,1
蹭,ceng,4
硛,ji,4
硳,ceok,6
岾,ceom,6
猠,ceon,6
乽,ceor,6
叉,cha,1
叉,cha,4
叉,cha,2
叉,cha,3
扠,cha,1
扠,cha,2
扠,cha,3
扱,xi,1
芆,cha,1
杈,cha,4
杈,cha,1
肞,cha,1
臿,cha,1
臿,cha,2
挿,cha,1
訍,cha,1
偛,cha,1
嗏,cha,1
插,cha,1
揷,zha,3
馇,zha,5
馇,cha,1
銟,cha,1
锸,cha,1
锸,cha,2
艖,cha,1
疀,cha,1
鍤,cha,1
鍤,cha,2
鎈,cha,1
餷,cha,1
餷,zha,5
秅,cha,2
秅,na,2
垞,cha,2
查,cha,2
查,zha,1
査,cha,2
査,zha,1
茬,cha,2
茬,chi,2
茶,cha,2
嵖,cha,2
搽,ca,1
搽,cha,2
猹,cha,2
靫,cha,2
槎,cha,2
詧,cha,2
察,cha,2
碴,cha,2
碴,cha,1
褨,suo,3
檫,cha,2
衩,cha,3
衩,cha,4
蹅,cha,3
镲,cha,3
鑔,cha,3
奼,cha,4
汊,cha,4
岔,cha,4
侘,cha,4
诧,cha,4
剎,cha,4
剎,sha,1
姹,cha,4
差,cha,1
差,chai,1
差,cha,4
差,ci,1
差,chai,4
紁,cha,4
詫,cha,4
拆,chai,1
拆,ca,1
钗,chai,1
釵,chai,1
犲,chai,2
侪,chai,2
柴,chai,2
祡,chai,2
豺,chai,2
喍,chai,2
儕,chai,2
茝,chai,3
虿,chai,4
勑,chi,4
勑,lai,4
袃,chai,4
瘥,chai,4
瘥,cuo,2
蠆,chai,4
囆,chai,4
辿,chan,1
觇,chan,1
觇,zhan,1
梴,chan,1
掺,can,4
掺,chan,1
掺,shan,1
掺,shan,3
搀,chan,1
覘,chan,1
覘,zhan,1
裧,chan,1
裧,tan,3
摻,can,4
摻,chan,1
摻,shan,1
摻,shan,3
鋓,chan,1
幨,chan,1
幨,dan,4
襜,chan,1
攙,chan,1
婵,chan,2
谗,chan,2
孱,can,4
孱,chan,2
棎,chan,2
湹,chan,2
禅,chan,2
禅,shan,4
馋,chan,2
嬋,chan,2
煘,chan,2
煘,qian,2
缠,chan,2
僝,chan,2
僝,zhuan,4
獑,chan,2
蝉,chan,2
蝊,ding,4
誗,chan,2
鋋,chan,2
儃,chan,2
